element,material,synthesis_type,size_nm,precursor_conc_mM,capping_agent_pct,pH,temp_C,stirring_time_min,agitation_rpm,surface_area_m2_g,OH_stretch_present,OH_stretch_count,NH_stretch_present,NH_stretch_count,CH_stretch_present,CH_stretch_count,C=O_stretch_present,C=O_stretch_count,C=C_aromatic_present,C=C_aromatic_count,C-O_stretch_present,C-O_stretch_count,Metal_O_bond_present,Metal_O_bond_count,Fingerprint_region_present,Fingerprint_region_count,num_peaks_total,peak_min,peak_max,peak_range,mean_wavenumber,peaks_per_1000,peak_density,max_peak_intensity,catalytic_activity
Fe,Carbide,Sol-Gel,44.75501425267752,13.327039290829768,2.3879800941319567,11.563362907590628,62.88548035577527,250.91397669050914,928.4738677547095,11.91473742831458,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,0.0
Fe,Metal_Oxide,CVD,6.332652905698656,78.98244997317468,4.532235659470217,10.667322252519707,166.2141821497955,65.85957955100214,294.0759572044463,77.91860427203589,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,48.764772310019524
Pd,Carbide,Hydrothermal,25.972041666813464,132.71140028764736,0.011264913064618631,7.381272336706722,177.58549952076285,358.3354614438986,613.4456556522306,23.985895209965005,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,45.01299254608958
Pd,Composite,CVD,77.02373870173294,83.20468333821195,1.3331932652120608,4.427228708677276,205.4695853897676,83.14412945520013,846.0658435256959,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,36.29997221316816
Co,Metal,CVD,8.775066910113958,92.8216711987281,3.999295505740425,10.420253920701828,215.64861444467326,226.7242258982234,293.2193275433814,61.17681702071875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,52.57440420507939
Au,Composite,Green_Synthesis,16.4417114111813,136.23825470312207,0.04930416910803259,6.876044448682672,60.69974728010083,112.21877588428072,1125.977221658865,23.354639427947923,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,25.50153787946068
Cu,Carbide,Hydrothermal,70.03422797208704,107.58873536742063,0.05086718523003353,6.511025311557235,56.108671251550504,85.69658096371465,184.72782396972062,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Ni,Carbide,CVD,89.47487739329897,104.68458235341556,3.0540929304719953,8.988440087394313,163.32347795798702,214.62357257928582,772.0815300385127,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,9.126995789874618
Fe,Metal_Oxide,Hydrothermal,64.10573649564842,88.37121929184187,3.9459987839929225,9.828078586793865,195.306223881167,305.9935744901721,1173.528881534884,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,3.2651791739817013
Fe,Metal,Co-Precipitation,23.78452327529635,95.31530351467033,3.8825270873333535,3.5655666295841226,86.27344680392856,154.39206663253105,900.6551225939513,18.089886411106697,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,0.6946426593851873
Pd,Metal,Co-Precipitation,7.234548798455764,120.75210817847598,3.897890103746435,9.908007748351617,143.3156212539504,55.46573489848031,844.9839917475265,65.33649501928853,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,71.33991689954578
Ag,Carbide,Co-Precipitation,62.28240508993055,146.9057294112894,1.8050317240883285,9.605464512164653,198.75387188764847,235.84044125979054,1197.1624446211915,17.280761034713947,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,12.951319074583612
Pd,Metal,CVD,6.64506063725407,119.50347774722,4.413620721372294,8.302886494698392,197.6881993541022,282.92198379472035,970.9771708590167,77.5981388816822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,82.0449376982079
Ni,Metal_Oxide,Co-Precipitation,62.046761090292186,106.42298791242243,0.06417800698368448,6.0457702292232085,172.10953737559274,127.7078872775896,1167.3227751405611,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,14,400,3600,3200,2000,3.5,0.004375,14,5.517948393982045
Cu,Composite,Green_Synthesis,24.106834527787317,21.19618765811571,1.560943683861502,4.483219325302451,42.72723158500712,257.8945927897148,868.781448920583,14.488244647739545,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,4.336890524349239
Cu,Metal,Green_Synthesis,90.65629411606531,122.74497772881229,1.6859384741769494,3.9238767226547693,36.3948685620379,55.01080640619091,832.0046516942426,10.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Ag,Carbide,CVD,48.55908151176146,110.66316074240676,0.8278556290977057,3.010653243467112,112.40019476111814,149.2713681614983,938.8242256076323,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,2.5989925343187963
Fe,Composite,Hydrothermal,23.945966464350175,115.79439711478385,1.681129864960496,4.8581415812288355,31.004670957824267,186.46335926517307,307.62940357430807,14.997229098510726,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Pd,Composite,Sol-Gel,85.60824102274198,35.43337525825348,2.9294206502605453,6.702032730449757,228.43247466731927,288.0480044905654,986.3634912202597,11.932275749083916,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,32.859515593751205
Co,Metal_Oxide,Hydrothermal,26.895469047855816,135.61311078459823,2.6013965634869125,5.19279898260076,29.532549569812947,141.5867640223277,1167.1543617883885,21.257974784704004,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Cu,Carbide,Hydrothermal,32.046709499437796,15.494923883682466,1.5971367929226994,5.780811482445089,31.66289398194585,179.7209314908887,772.8076022319348,11.350840196132415,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Ni,Metal,Hydrothermal,83.75923410743465,38.78819629810004,3.746637568412278,6.514071738248912,62.198660133578564,237.3568258971865,113.59087729283809,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Au,Carbide,Hydrothermal,32.2616189204584,99.79049231033585,3.5739528921890362,5.77436077618888,166.07840460675106,235.94638745681578,179.30163102938184,12.469217187740682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,28.560538983450613
Pt,Composite,Sol-Gel,42.19604938460246,101.38345511082126,1.403482385402202,9.521589347928575,146.84968163193014,200.86086712312303,358.17794459649946,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,37.93695469768031
Pt,Carbide,Co-Precipitation,36.071235734368926,47.6853603788229,1.6161419638895875,7.425541102484729,173.38460572495399,138.39665421765352,640.2074295247362,12.445817858090118,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,400,3600,3200,2000,1.25,0.0015625,5,44.69033923349337
Pt,Metal,Hydrothermal,13.407231147376834,105.5264467896604,1.4376009931606382,3.173944329768366,226.0499067493003,251.07513321154124,555.131405517649,33.124343351813394,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,59.86394004718605
Co,Metal,Green_Synthesis,5.811789600188963,58.801650110575935,0.6442558325560777,5.040014082260731,127.36277143263223,306.2609338834418,1177.133200592994,84.8210949054469,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,53.27164375039196
Fe,Metal_Oxide,CVD,73.00498605797617,1.0261518628305721,3.763908214804274,9.386924201710777,34.87209457311214,80.75864970202196,1140.1464206295877,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Pd,Metal,CVD,65.22343814570063,25.228313710820146,0.2313825525762453,5.708374709581072,196.786740672578,142.35238833985608,531.9947386039039,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,27.28428264534775
Ag,Metal,Green_Synthesis,29.671874620101605,132.51012300750799,0.7529024705171139,11.28127594529144,207.6920041240983,250.68697265861167,973.7481272045218,17.9548535686053,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,14.088488296534953
Co,Carbide,Hydrothermal,30.968714248518094,34.18140774768341,0.5265225887392372,9.413976427026785,36.22488097447731,279.40591232277495,799.9996836072695,10.982376488726667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,0.0
Co,Carbide,Sol-Gel,94.61056673485076,17.82364048997251,4.126694877621672,5.609342782916772,79.64109106843162,287.88168321473603,367.44924713363133,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Cu,Composite,Co-Precipitation,98.79177046888223,102.64789028404599,0.22004257693375495,7.647688615560996,198.38427984964014,245.57976643081975,1124.2949815006289,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,6.909824439343417
Au,Metal_Oxide,CVD,48.39662051690197,66.66525991905068,3.323136449582794,9.005151271621529,109.63492867292017,187.82916970003637,385.46932653827935,14.660580878014466,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,400,3600,3200,2000,1.5,0.001875,6,11.771906599406812
Co,Carbide,Co-Precipitation,80.64027105718638,119.69204952324901,0.2223729920540174,4.740292788033858,131.34656465449427,243.11386946105875,1057.3777349159268,11.891992636792594,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,6.224100410791287
Ni,Metal,Sol-Gel,74.19521583519781,129.35529525030245,3.9322170196089967,5.215687210981761,210.21454205759846,74.56469428757845,801.4048029688315,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,16.61996977395518
Au,Composite,CVD,31.1371355321806,127.05234273069749,4.563570431968743,7.564113712760308,46.28939614205706,98.56120201455047,783.2398199641705,17.47628257413067,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,14.316845624627675
Ni,Carbide,Co-Precipitation,7.739145631006878,47.6383736603371,2.4342158291728073,11.324052502412629,177.3889730046935,336.0852434123801,1022.250992042611,63.876497815756274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,41.92081281268393
Fe,Metal_Oxide,Sol-Gel,15.970513199224122,76.32634475725646,4.022709005061478,6.096093301718537,73.37148701897482,334.31642434056107,643.7412257580303,37.399358280248535,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,15.634429107478805
Pd,Metal_Oxide,Co-Precipitation,84.1528234660748,97.87111846239766,3.532052664251142,6.619172952906358,39.09657199221621,268.8816622313035,1038.7113444165918,14.274226440516944,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,16.39485345504126
Pt,Composite,Hydrothermal,73.65895435963554,48.97548000533447,3.978176460867336,4.715581896133623,174.0620152579888,137.92557897947,705.251307530962,10.846656422014854,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,38.41043471399492
Co,Composite,Sol-Gel,67.10481475730323,7.123797987599703,3.8338759976299426,8.338878257457985,52.31775691895252,244.11720146676222,1183.112647711556,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Pd,Composite,Co-Precipitation,14.803585506271535,74.85399296224095,1.0268394186936596,9.661356725258987,193.07663323056624,256.97123108005246,825.923059480196,35.98749903995867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,64.75899260194274
Fe,Composite,Hydrothermal,64.71320737015142,2.9099316863734597,2.4977950507739477,6.965780396786585,70.60871303242388,199.98792916992414,511.4666324110916,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,0.0
Ag,Composite,Hydrothermal,77.67092848632531,142.64619808416612,4.802070935631929,9.752244416938366,35.915204580516715,277.01352287355866,939.7003750617962,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Ag,Metal,Sol-Gel,86.33897148630848,119.70586326488095,1.7176647229074582,5.723442510311616,47.341929623309255,39.79800637810011,660.8870299570235,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Fe,Metal,Green_Synthesis,3.2966653609745853,29.609456702015585,4.852435453185322,9.362859762256512,214.28580596782905,114.55286273868683,986.6274982681841,152.92831272484736,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,88.62942200380611
Ni,Carbide,CVD,69.07855998409082,43.84819058489733,2.9158085571686794,5.325100798534088,108.4678486765617,292.16862247617456,1016.8089335463114,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Cu,Metal_Oxide,Sol-Gel,3.8715702491140336,147.4429436548963,2.308057088328887,10.025845875944132,93.00999430766902,339.7711464174969,778.6045104331922,122.37881650367495,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,66.58362505748374
Cu,Metal,Hydrothermal,71.27353886325697,56.65873456705435,3.2887873251310107,10.475774204692886,135.51973443531847,319.108982222995,1059.4072689420875,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,0.0
Ni,Metal,Hydrothermal,64.29089374373646,117.77463125764996,4.079195855888468,10.179513015238099,167.40982799126897,266.44281175963414,543.7697264537737,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,2.5843327132986005
Ag,Metal,Sol-Gel,16.538090566059306,67.5755047944689,1.9710407742537461,4.939253452655634,33.34800519544683,84.6139452360767,163.11471248927344,39.745781744673366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,23.846051229936375
Ag,Carbide,Green_Synthesis,77.07993163182277,129.75029269099093,0.1647708755731897,9.24824494104545,227.0924155263696,151.67744015414786,828.9129930040268,10.0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,12,400,3600,3200,2000,3.0,0.00375,12,13.861331964671995
Co,Composite,CVD,8.698066582589732,105.85927271606484,3.544031489852057,7.846863486387143,240.65830708458932,46.57018724176719,940.896986852636,57.34236312687619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,400,3600,3200,2000,1.25,0.0015625,5,48.45033476981434
Ag,Carbide,Co-Precipitation,82.98707982697408,4.413598923782743,4.780833922486925,11.87433290990143,118.89403363484557,241.1543951154226,180.08166527831878,11.989548757095726,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,0.3560973620299883
Pd,Metal_Oxide,Sol-Gel,27.66906599512644,44.86409300494634,3.12493325138169,6.254191388811577,117.84150306597776,178.4548677534885,948.0007160682394,30.388264577204627,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,49.94968880168743
Ag,Metal_Oxide,CVD,69.50748250546516,84.14085491912442,0.9420723927273666,9.941262175551365,222.6759822845061,219.09391940810684,803.0778639983155,10.0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,17.54362806035014
Au,Metal_Oxide,CVD,92.52155542014329,138.9999325663933,1.2412126609055518,6.330703053515853,121.59515458092571,353.18646151258616,228.05237036233598,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,12,400,3600,3200,2000,3.0,0.00375,12,23.765098610138644
Co,Metal_Oxide,Hydrothermal,35.303048417998,16.202454301582065,4.548753593156871,6.5717172673863775,217.64273533257924,162.74330685716043,693.9341469886078,17.389529060864405,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,16.585420024425936
Pt,Metal,Co-Precipitation,51.28361963816108,90.57321811894899,0.06781047802235318,3.9989296596458765,31.375812510112315,131.21435081840832,219.61631484717833,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,6.448927743823241
Ag,Metal,Sol-Gel,47.38556732714414,46.02433298048597,2.743733327317087,5.1569506724357215,135.1713869727921,79.69951621528399,453.7806247000313,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,10.446628195414586
Ni,Carbide,Hydrothermal,17.445912208161076,133.5098395208966,0.7933882259697789,4.480358579151032,239.2965350737813,77.39124211986856,984.3834188645751,29.618138645570173,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,10,400,3600,3200,2000,2.5,0.003125,10,32.67538885706219
Pt,Composite,Hydrothermal,59.85057702809464,115.01027183911847,1.413822176085397,4.432805049395344,81.88104821440133,201.12930734646486,210.86793486246367,10.553969945429127,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,23.71295306401953
Pd,Metal_Oxide,Green_Synthesis,74.8141880150529,56.085705579383514,1.5349082474663005,3.0811487488667053,84.88483460179708,277.24527127609156,605.3265922144465,16.79295494397035,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,1,14,400,3600,3200,2000,3.5,0.004375,14,26.292412630240698
Ni,Carbide,CVD,91.85373323453429,25.898371422383438,1.0964137386916377,10.144026925254861,166.77767246034117,216.27261288619516,766.284302291183,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,14,400,3600,3200,2000,3.5,0.004375,14,0.0
Pt,Metal,Sol-Gel,85.37865496165226,2.713197887197368,3.961760313530779,7.211380961457127,233.3929487472176,318.1865795161038,1134.562592693019,15.522105162370426,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,400,3600,3200,2000,2.0,0.0025,8,44.11369867984125
Ni,Metal,Sol-Gel,51.981899213347106,93.54903315012037,1.661045869893794,10.237508111646822,69.71700429016971,134.23789976242966,910.9920258747165,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,0.0
Pd,Composite,Sol-Gel,72.4636811421696,61.51244733705532,1.72742495632769,8.512953682789245,232.3714808164256,226.365375253509,253.1718910416264,11.38264165929785,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,30.221134449066568
Co,Composite,Hydrothermal,80.47677451064149,47.8987174362546,2.2650340684672954,10.482038962324584,174.17584242584815,248.20976466151654,1165.75538634331,10.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,9.526810021483897
Au,Composite,Green_Synthesis,50.36189394635818,147.8398414538885,4.511476443702112,7.53388502913697,248.43564570873716,122.62779131945672,625.7534053092566,10.03971924984754,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,10,400,3600,3200,2000,2.5,0.003125,10,28.791388183561523
Pd,Carbide,Co-Precipitation,13.311900949018238,70.45517819848696,3.440865160133415,3.8463691902495105,190.70324045184194,160.7803550112909,506.6891274256266,38.53501676051925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,57.37837393955837
Pd,Metal,Hydrothermal,44.91721485704234,112.7260532631682,0.3087485208388885,8.550872789105465,175.2551216613938,225.01015851922406,241.5823275628399,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,14,400,3600,3200,2000,3.5,0.004375,14,35.88919265187741
Ni,Metal,Co-Precipitation,84.56284774375335,27.4344501704342,0.19630960518287055,9.09988376036466,208.35321369099242,36.90711419179559,1126.8304841091535,13.935346083314677,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,0.0
Co,Composite,Green_Synthesis,60.47085772858603,3.0048334035302524,2.831946147885127,8.638537514709496,64.40657184031582,322.5816018175331,744.8265288734594,11.082437789648182,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Fe,Metal_Oxide,CVD,72.99692094691522,63.216830297754385,4.435302808636039,10.212026837039218,237.84676293250368,66.65113591342032,1186.7862781663418,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,400,3600,3200,2000,1.5,0.001875,6,0.0
Cu,Composite,Sol-Gel,20.15626617095358,100.1840604064566,1.6162573800029556,9.583493196055919,62.258989474614076,45.69410696195669,291.25246281612965,23.259074228378932,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,6.544875682086882
Ag,Carbide,Co-Precipitation,96.50510128467856,76.48320573133546,1.2388591445108421,6.893692042789822,30.775833226702197,100.96164461256542,700.4191363696111,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,0.0
Ag,Composite,Hydrothermal,41.599891890344324,133.67947238603426,3.7409552265653954,10.37193289909719,182.017789269492,195.76492782052148,220.874817451524,15.421356854957805,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,18.353179170663402
Au,Composite,Co-Precipitation,66.05628122633743,65.66292332688755,3.010456832349137,9.226078879284191,66.53397087898756,138.47014325922498,676.7034095099291,11.261378423499302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,400,3600,3200,2000,1.75,0.0021875,7,2.092799065076516
Au,Carbide,CVD,3.849480949879316,47.33941915981059,2.825136711784025,4.083300646635099,195.71946541717406,175.24805060878637,1078.7710062815236,132.8609385412419,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,400,3600,3200,2000,2.75,0.0034375,11,99.18640716388735
Ag,Composite,Sol-Gel,14.47728770101855,137.4912527549389,0.7465059957177056,7.858856239048378,203.88377004603493,57.80946269570275,220.25293718531634,34.99418301914148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,400,3600,3200,2000,2.0,0.0025,8,32.55951516078149
Cu,Metal,Co-Precipitation,78.63935844872206,61.613539516522756,0.8798065933049282,9.557002256069445,78.25732914746345,106.92452780844948,396.6136881863559,10.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,0.0
Ag,Metal_Oxide,CVD,96.86100566098496,41.177531384302135,1.4089388796201212,7.979593815464524,44.51207437942255,62.228062776487015,850.6421034271835,11.34448897838207,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,9,400,3600,3200,2000,2.25,0.0028125,9,0.1572176562294736
Fe,Composite,Hydrothermal,33.365424795436866,15.551500444701981,1.0341946734096847,11.541257858564379,137.68471741272995,105.80317355861371,183.91573968802476,17.34619108740302,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,3.063608654645418
Cu,Carbide,Green_Synthesis,5.643712024243954,119.20315620915731,4.85722372523218,3.913421413878926,225.29916487786545,262.09197885803405,599.3834169219672,90.00554371232384,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,6,400,3600,3200,2000,1.5,0.001875,6,60.06206548411581
Au,Metal_Oxide,Hydrothermal,37.36492699405348,123.93862765887863,0.09305508178078681,9.500895235909448,215.6404977316103,219.8459622646666,466.36779046741026,10.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,10,400,3600,3200,2000,2.5,0.003125,10,30.588971265493214
Pt,Carbide,Sol-Gel,3.7118767673422575,5.9613697512106265,3.13028169214662,10.420057302865505,51.34355271256049,140.2104050986431,1021.9630131404396,125.53720482563445,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,13,400,3600,3200,2000,3.25,0.0040625,13,84.76374741258473
Ni,Metal_Oxide,Hydrothermal,20.852563041721975,54.43819416182719,2.5879941243771913,9.32387875414655,242.07623451666893,116.2049980810141,153.98359242782493,35.601438747388194,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,6,400,3600,3200,2000,1.5,0.001875,6,31.31506867944815
Fe,Metal_Oxide,Hydrothermal,75.74225747526636,112.731591735096,1.6162561794921815,6.470265045579657,84.38856896215782,359.1841847986558,1049.735014518147,10.740187307680266,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,13,400,3600,3200,2000,3.25,0.0040625,13,0.0
Fe,Composite,Hydrothermal,93.83466301443661,142.01089527572003,4.4379435605198765,6.469322818829934,103.61301483018413,283.39633558618743,873.9952398137693,11.81220683056274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7,400,3600,3200,2000,1.75,0.0021875,7,0.0
Co,Metal,Hydrothermal,10.570010268150892,57.29492429289085,3.350812887696411,8.279107545675114,58.536304691229546,301.27458251376936,426.90958053527237,39.20866255898284,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,11,400,3600,3200,2000,2.75,0.0034375,11,27.508131017943704
Au,Composite,Sol-Gel,56.67427632342991,130.93596127554454,4.991771756616132,6.57388232719074,110.00566724709536,38.70032999675456,317.54538794284326,13.78738409597921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,400,3600,3200,2000,1.5,0.001875,6,18.991391991507356
Au,Carbide,CVD,26.88032292015513,59.66434057329707,0.8432797966324268,10.948646976292478,168.01924892192798,49.663642013111115,1145.1939716959141,17.180584894918162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,12,400,3600,3200,2000,3.0,0.00375,12,13.425397749154753
Pd,Carbide,Co-Precipitation,15.627794327805095,27.744699459154564,0.4393391793391438,3.9893755646500537,138.8676085265129,265.16277528564353,709.2987816394732,32.55116092550516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9,400,3600,3200,2000,2.25,0.0028125,9,32.241058299337155
Fe,Metal_Oxide,Green_Synthesis,23.460062529372635,1.5134754227535843,0.6969863373317198,8.752416131754773,211.19638413912665,93.30484235169699,479.25538592517006,24.01459439050358,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2,15,400,3600,3200,2000,3.75,0.0046875,15,15.156361484133031
